// Data Set from Increament by 1
126, 1.61803
127, 1.59727
128, 1.57602
129, 1.55429
130, 1.53209
131, 1.50942
132, 1.48629
133, 1.46271
134, 1.43868
135, 1.41421
136, 1.38932
137, 1.364
138, 1.33826
139, 1.31212
140, 1.28558
141, 1.25864
142, 1.23132
143, 1.20363
144, 1.17557
145, 1.14715
146, 1.11839
147, 1.08928
148, 1.05984
149, 1.03008
150, 1
151, 0.969619
152, 0.938943
153, 0.907981
154, 0.876742
155, 0.845237
156, 0.813473
157, 0.781462
158, 0.749213
159, 0.716736
160, 0.68404
161, 0.651136
162, 0.618034
163, 0.584743
164, 0.551275
165, 0.517638
166, 0.483844
167, 0.449902
168, 0.415823
169, 0.381618
170, 0.347296
171, 0.312869
172, 0.278346
173, 0.243739
174, 0.209057
175, 0.174311
176, 0.139513
177, 0.104672
178, 0.069799
179, 0.0349048
180, 2.44929e-16
181, -0.0349048
182, -0.069799
183, -0.104672
184, -0.139513
185, -0.174311
186, -0.209057
187, -0.243739
188, -0.278346
189, -0.312869
190, -0.347296
191, -0.381618
192, -0.415823
193, -0.449902
194, -0.483844
195, -0.517638
196, -0.551275
197, -0.584743
198, -0.618034
199, -0.651136
200, -0.68404
201, -0.716736
202, -0.749213
203, -0.781462
204, -0.813473
205, -0.845237
206, -0.876742
207, -0.907981
208, -0.938943
209, -0.969619
210, -1
211, -1.03008
212, -1.05984
213, -1.08928
214, -1.11839
215, -1.14715
216, -1.17557
217, -1.20363
218, -1.23132
219, -1.25864
220, -1.28558
221, -1.31212
222, -1.33826
223, -1.364
224, -1.38932
225, -1.41421
226, -1.43868
227, -1.46271
228, -1.48629
229, -1.50942
230, -1.53209
231, -1.55429
232, -1.57602
233, -1.59727
234, -1.61803
235, -1.6383
236, -1.65808
237, -1.67734
238, -1.6961
239, -1.71433
240, -1.73205
241, -1.74924
242, -1.7659
243, -1.78201
244, -1.79759
245, -1.81262
246, -1.82709
247, -1.84101
248, -1.85437
249, -1.86716
250, -1.87939
251, -1.89104
252, -1.90211
253, -1.91261
254, -1.92252
255, -1.93185
256, -1.94059
257, -1.94874
258, -1.9563
259, -1.96325
260, -1.96962
261, -1.97538
262, -1.98054
263, -1.98509
264, -1.98904
265, -1.99239
266, -1.99513
267, -1.99726
268, -1.99878
269, -1.9997
270, -2
271, -1.9997
272, -1.99878
273, -1.99726
274, -1.99513
275, -1.99239
276, -1.98904
277, -1.98509
278, -1.98054
279, -1.97538
280, -1.96962
281, -1.96325
282, -1.9563
283, -1.94874
284, -1.94059
285, -1.93185
286, -1.92252
287, -1.91261
288, -1.90211
289, -1.89104
290, -1.87939
291, -1.86716
292, -1.85437
293, -1.84101
294, -1.82709
295, -1.81262
296, -1.79759
297, -1.78201
298, -1.7659
299, -1.74924
300, -1.73205
301, -1.71433
302, -1.6961
303, -1.67734
304, -1.65808
305, -1.6383
306, -1.61803
307, -1.59727
308, -1.57602
309, -1.55429
310, -1.53209
311, -1.50942
312, -1.48629
313, -1.46271
314, -1.43868
315, -1.41421
316, -1.38932
317, -1.364
318, -1.33826
319, -1.31212
320, -1.28558
321, -1.25864
322, -1.23132
323, -1.20363
324, -1.17557
325, -1.14715
326, -1.11839
327, -1.08928
328, -1.05984
329, -1.03008
330, -1
331, -0.969619
332, -0.938943
333, -0.907981
334, -0.876742
335, -0.845237
336, -0.813473
337, -0.781462
338, -0.749213
339, -0.716736
340, -0.68404
341, -0.651136
342, -0.618034
343, -0.584743
344, -0.551275
345, -0.517638
346, -0.483844
347, -0.449902
348, -0.415823
349, -0.381618
350, -0.347296
351, -0.312869
352, -0.278346
353, -0.243739
354, -0.209057
355, -0.174311
356, -0.139513
357, -0.104672
358, -0.069799
359, -0.0349048
360, -4.89859e-16
// Data set from increment by 50
0, 0
50, 1.53209
100, 1.96962
150, 1
200, -0.68404
250, -1.87939
300, -1.73205
350, -0.347296
400, 1.28558
450, 2
500, 1.28558
550, -0.347296
600, -1.73205
650, -1.87939
700, -0.68404
750, 1
800, 1.96962
850, 1.53209
900, 1.22465e-15
950, -1.53209
1000, -1.96962
1050, -1
1100, 0.68404
1150, 1.87939
1200, 1.73205
1250, 0.347296
1300, -1.28558
1350, -2
1400, -1.28558
1450, 0.347296
1500, 1.73205
1550, 1.87939
1600, 0.68404
1650, -1
1700, -1.96962
1750, -1.53209
1800, -2.44929e-15
1850, 1.53209
1900, 1.96962
1950, 1
2000, -0.68404
2050, -1.87939
2100, -1.73205
2150, -0.347296
2200, 1.28558
2250, 2
2300, 1.28558
2350, -0.347296
2400, -1.73205
2450, -1.87939
2500, -0.68404
2550, 1
2600, 1.96962
2650, 1.53209
2700, -3.43149e-15
2750, -1.53209
2800, -1.96962
2850, -1
2900, 0.68404
2950, 1.87939
3000, 1.73205
3050, 0.347296
3100, -1.28558
3150, -2
3200, -1.28558
3250, 0.347296
3300, 1.73205
3350, 1.87939
3400, 0.68404
3450, -1
3500, -1.96962
3550, -1.53209
3600, -4.89859e-15
3650, 1.53209
3700, 1.96962
3750, 1
3800, -0.68404
3850, -1.87939
3900, -1.73205
3950, -0.347296
4000, 1.28558
4050, 2
4100, 1.28558
4150, -0.347296
4200, -1.73205
4250, -1.87939
4300, -0.68404
4350, 1
4400, 1.96962
4450, 1.53209
4500, -9.82193e-16
4550, -1.53209
4600, -1.96962
4650, -1
4700, 0.68404
4750, 1.87939
4800, 1.73205
4850, 0.347296
4900, -1.28558
4950, -2
5000, -1.28558
5050, 0.347296
5100, 1.73205
5150, 1.87939
5200, 0.68404
5250, -1
5300, -1.96962
5350, -1.53209
5400, 6.86297e-15
5450, 1.53209
5500, 1.96962
5550, 1
5600, -0.68404
5650, -1.87939
5700, -1.73205
5750, -0.347296
5800, 1.28558
5850, 2
5900, 1.28558
5950, -0.347296
6000, -1.73205
6050, -1.87939
6100, -0.68404
6150, 1
6200, 1.96962
6250, 1.53209
6300, 1.5678e-14
6350, -1.53209
6400, -1.96962
6450, -1
6500, 0.68404
6550, 1.87939
6600, 1.73205
6650, 0.347296
6700, -1.28558
6750, -2
6800, -1.28558
6850, 0.347296
6900, 1.73205
6950, 1.87939
7000, 0.68404
7050, -1
7100, -1.96962
7150, -1.53209
7200, -9.79717e-15
7250, 1.53209
7300, 1.96962
7350, 1
7400, -0.68404
7450, -1.87939
7500, -1.73205
7550, -0.347296
7600, 1.28558
7650, 2
7700, 1.28558
7750, -0.347296
7800, -1.73205
7850, -1.87939
7900, -0.68404
7950, 1
8000, 1.96962
8050, 1.53209
8100, 3.91639e-15
8150, -1.53209
8200, -1.96962
8250, -1
8300, 0.68404
8350, 1.87939
8400, 1.73205
8450, 0.347296
8500, -1.28558
8550, -2
8600, -1.28558
8650, 0.347296
8700, 1.73205
8750, 1.87939
8800, 0.68404
8850, -1
8900, -1.96962
8950, -1.53209
9000, 1.96439e-15
9050, 1.53209
9100, 1.96962
9150, 1
9200, -0.68404
9250, -1.87939
9300, -1.73205
9350, -0.347296
9400, 1.28558
9450, 2
9500, 1.28558
9550, -0.347296
9600, -1.73205
9650, -1.87939
9700, -0.68404
9750, 1
9800, 1.96962
9850, 1.53209
9900, -7.84517e-15
9950, -1.53209
10000, -1.96962
10050, -1
10100, 0.68404
10150, 1.87939
10200, 1.73205
10250, 0.347296
10300, -1.28558
10350, -2
10400, -1.28558
10450, 0.347296
10500, 1.73205
10550, 1.87939
10600, 0.68404
10650, -1
10700, -1.96962
10750, -1.53209
10800, 1.37259e-14
10850, 1.53209
10900, 1.96962
10950, 1
11000, -0.68404
11050, -1.87939
11100, -1.73205
11150, -0.347296
11200, 1.28558
11250, 2
11300, 1.28558
11350, -0.347296
11400, -1.73205
11450, -1.87939
11500, -0.68404
11550, 1
11600, 1.96962
11650, 1.53209
11700, -1.96067e-14
11750, -1.53209
11800, -1.96962
11850, -1
11900, 0.68404
11950, 1.87939
12000, 1.73205
12050, 0.347296
12100, -1.28558
12150, -2
12200, -1.28558
12250, 0.347296
12300, 1.73205
12350, 1.87939
12400, 0.68404
12450, -1
12500, -1.96962
12550, -1.53209
12600, -3.13559e-14
12650, 1.53209
12700, 1.96962
12750, 1
12800, -0.68404
12850, -1.87939
12900, -1.73205
12950, -0.347296
13000, 1.28558
13050, 2
13100, 1.28558
13150, -0.347296
13200, -1.73205
13250, -1.87939
13300, -0.68404
13350, 1
13400, 1.96962
13450, 1.53209
13500, 2.54751e-14
13550, -1.53209
13600, -1.96962
13650, -1
13700, 0.68404
13750, 1.87939
13800, 1.73205
13850, 0.347296
13900, -1.28558
13950, -2
14000, -1.28558
14050, 0.347296
14100, 1.73205
14150, 1.87939
14200, 0.68404
14250, -1
14300, -1.96962
14350, -1.53209
14400, -1.95943e-14
14450, 1.53209
14500, 1.96962
14550, 1
14600, -0.68404
14650, -1.87939
14700, -1.73205
14750, -0.347296
14800, 1.28558
14850, 2
14900, 1.28558
14950, -0.347296
15000, -1.73205
15050, -1.87939
15100, -0.68404
15150, 1
15200, 1.96962
15250, 1.53209
15300, 1.37136e-14
15350, -1.53209
15400, -1.96962
15450, -1
15500, 0.68404
15550, 1.87939
15600, 1.73205
15650, 0.347296
15700, -1.28558
15750, -2
15800, -1.28558
15850, 0.347296
15900, 1.73205
15950, 1.87939
16000, 0.68404
16050, -1
16100, -1.96962
16150, -1.53209
16200, -7.83279e-15
16250, 1.53209
16300, 1.96962
16350, 1
16400, -0.68404
16450, -1.87939
16500, -1.73205
16550, -0.347296
16600, 1.28558
16650, 2
16700, 1.28558
16750, -0.347296
16800, -1.73205
16850, -1.87939
16900, -0.68404
16950, 1
17000, 1.96962
17050, 1.53209
17100, 1.15639e-13
17150, -1.53209
17200, -1.96962
17250, -1
17300, 0.68404
17350, 1.87939
17400, 1.73205
17450, 0.347296
17500, -1.28558
17550, -2
17600, -1.28558
17650, 0.347296
17700, 1.73205
17750, 1.87939
17800, 0.68404
17850, -1
17900, -1.96962
17950, -1.53209
18000, 3.92877e-15
